Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
128,2,0,2.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0
129,31,29,33.7,6.8,16.3,0.417,2.7,7.3,0.373,4.1,9.1,0.452,0.5,2.3,2.6,0.864,0.7,2.4,3.1,2.1,1.0,0.1,2.4,1.3,18.6
130,6,0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0
131,12,0,2.3,0.3,0.8,0.4,0.3,0.7,0.5,0.0,0.2,0.0,0.6,0.2,0.3,0.667,0.0,0.2,0.2,0.2,0.1,0.0,0.3,0.1,1.2
132,34,33,33.5,5.5,11.7,0.47,2.3,5.6,0.407,3.2,6.1,0.526,0.567,3.2,3.7,0.866,0.5,2.5,3.0,2.5,1.4,0.5,2.0,1.9,16.5
133,34,26,23.6,3.1,7.1,0.438,1.2,3.4,0.365,1.9,3.7,0.504,0.525,0.9,1.1,0.806,0.8,2.2,2.9,0.7,0.3,0.2,1.1,1.2,8.3
134,29,1,5.0,0.4,0.8,0.5,0.0,0.0,,0.4,0.8,0.5,0.5,0.4,0.6,0.75,0.5,1.0,1.5,0.2,0.2,0.2,0.3,0.6,1.2
135,7,0,1.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
136,32,0,11.8,1.5,3.7,0.403,0.4,1.4,0.311,1.1,2.3,0.459,0.462,0.4,0.5,0.765,0.4,1.1,1.5,1.0,0.2,0.1,0.8,1.1,3.8
137,30,9,22.6,1.9,4.7,0.404,0.8,2.6,0.312,1.1,2.1,0.516,0.489,0.8,1.3,0.615,0.4,2.1,2.5,1.9,0.9,0.1,0.5,2.2,5.4
138,34,34,33.4,4.6,9.3,0.495,0.9,2.5,0.341,3.8,6.8,0.552,0.541,2.4,3.2,0.741,3.1,6.3,9.4,2.7,0.8,0.7,1.6,1.9,12.4
139,4,0,1.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0
140,34,34,35.5,4.1,9.1,0.453,1.2,3.4,0.36,2.9,5.8,0.508,0.519,2.2,2.6,0.822,1.0,2.4,3.3,3.1,2.1,0.1,1.5,2.2,11.7
141,32,0,14.0,1.4,3.4,0.404,0.9,2.3,0.373,0.5,1.1,0.471,0.532,0.5,0.5,1.0,0.4,0.8,1.2,0.8,0.6,0.0,0.4,1.1,4.1
142,6,0,1.2,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.5
143,28,0,5.9,0.8,1.5,0.561,0.1,0.3,0.571,0.7,1.2,0.559,0.61,0.5,0.9,0.542,0.7,0.8,1.5,0.1,0.1,0.2,0.4,0.8,2.3
144,34,33,23.6,4.4,8.7,0.507,0.7,1.9,0.375,3.7,6.8,0.543,0.547,1.9,2.7,0.696,2.2,4.1,6.4,1.5,1.0,1.5,1.5,2.9,11.4
145,36,0,14.8,1.7,4.3,0.392,0.9,2.7,0.323,0.8,1.6,0.509,0.493,0.8,0.9,0.906,0.3,1.0,1.3,1.4,0.5,0.0,0.7,1.4,5.0
146,35,9,23.5,1.4,2.7,0.521,0.1,0.4,0.133,1.4,2.3,0.593,0.531,0.8,1.3,0.587,1.1,2.1,3.2,2.2,0.9,0.3,0.7,2.0,3.7
147,7,0,1.7,0.4,0.9,0.5,0.1,0.4,0.333,0.3,0.4,0.667,0.583,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,1.0
148,36,36,31.0,4.0,9.6,0.42,1.9,5.5,0.35,2.1,4.1,0.514,0.52,1.3,1.5,0.87,0.3,2.5,2.9,2.0,0.5,0.3,1.3,1.0,11.3
149,36,29,21.5,3.2,6.4,0.491,0.9,2.7,0.354,2.2,3.8,0.588,0.565,1.8,2.3,0.759,1.3,3.1,4.4,0.8,0.3,0.8,0.9,2.4,9.0
150,36,0,13.6,2.0,4.0,0.5,0.5,1.4,0.373,1.5,2.6,0.57,0.566,0.5,0.8,0.679,0.3,1.3,1.6,0.7,0.2,0.0,0.6,0.8,5.1
151,36,36,28.2,3.4,7.1,0.471,1.9,4.4,0.446,1.4,2.8,0.51,0.607,1.9,2.3,0.852,0.5,2.4,2.9,3.1,0.8,0.1,1.9,2.4,10.6
152,34,4,13.1,1.4,3.3,0.425,0.4,1.3,0.311,1.0,2.0,0.5,0.487,0.8,0.9,0.844,0.5,1.4,1.9,0.9,0.3,0.3,0.7,1.3,4.0
153,8,0,1.8,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.1,0.1,0.4,0.0,0.0,0.1,0.1,0.0
154,22,1,7.5,1.0,1.4,0.7,0.0,0.3,0.143,0.9,1.0,0.87,0.717,0.4,0.5,0.818,0.3,1.2,1.5,0.3,0.1,0.1,0.6,1.8,2.4
155,36,36,35.4,6.6,13.3,0.496,1.8,4.9,0.377,4.8,8.5,0.564,0.565,3.9,5.0,0.777,1.5,8.1,9.6,4.4,1.2,0.6,2.6,2.4,18.9
156,32,29,19.3,2.5,4.3,0.596,0.1,0.3,0.3,2.4,3.9,0.619,0.607,1.9,2.7,0.706,1.4,2.2,3.6,0.9,0.5,0.4,1.4,2.7,7.0
157,22,0,11.8,1.4,2.8,0.484,0.7,1.8,0.4,0.6,1.0,0.636,0.613,1.1,1.5,0.727,0.1,1.5,1.6,0.8,0.2,0.2,0.7,0.7,4.5
158,36,1,6.0,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.4,0.7,0.583,0.5,0.8,1.3,0.1,0.1,0.4,0.3,0.7,2.7
159,36,4,15.8,1.5,3.5,0.433,1.1,2.8,0.384,0.5,0.8,0.607,0.583,0.4,0.5,0.941,0.6,1.6,2.2,0.4,0.2,0.1,0.3,0.9,4.6
160,36,31,21.9,2.7,6.8,0.395,1.9,5.4,0.354,0.8,1.3,0.563,0.537,0.6,0.9,0.656,1.1,3.3,4.4,0.4,0.4,0.1,0.7,1.3,7.8
161,36,36,34.2,4.7,10.4,0.447,1.3,4.3,0.312,3.3,6.2,0.541,0.511,1.4,2.4,0.576,0.7,5.4,6.1,4.4,0.9,0.6,2.4,2.2,12.0
162,36,25,20.3,1.9,3.4,0.557,0.3,1.3,0.267,1.6,2.1,0.727,0.607,0.8,1.2,0.659,1.1,2.1,3.2,1.0,0.3,0.4,0.9,0.9,4.9
163,10,0,1.7,0.2,0.6,0.333,0.0,0.2,0.0,0.2,0.4,0.5,0.333,0.0,0.0,,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.4
164,32,4,11.8,0.3,1.4,0.217,0.2,1.3,0.171,0.1,0.2,0.6,0.293,0.3,0.4,0.667,0.4,1.2,1.6,0.5,0.1,0.0,0.3,0.7,1.1
165,8,8,31.6,5.1,12.5,0.41,2.9,7.5,0.383,2.3,5.0,0.45,0.525,3.1,3.6,0.862,0.4,4.4,4.8,3.9,0.5,0.1,2.9,0.8,16.3
166,35,35,34.5,7.7,11.9,0.653,0.6,1.7,0.344,7.1,10.1,0.706,0.678,3.1,4.6,0.681,2.4,6.3,8.7,1.5,0.5,2.7,1.5,1.4,19.2
167,10,0,1.8,0.1,0.5,0.2,0.0,0.0,,0.1,0.5,0.2,0.2,0.1,0.2,0.5,0.0,0.3,0.3,0.2,0.0,0.0,0.2,0.1,0.3
168,24,0,4.2,0.2,0.4,0.556,0.0,0.0,0.0,0.2,0.3,0.625,0.556,0.0,0.0,0.0,0.1,0.3,0.4,0.2,0.0,0.0,0.2,0.4,0.4
169,4,0,6.0,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.6,0.0,0.0,,0.3,1.3,1.5,0.0,0.0,0.0,1.0,0.8,3.0
170,35,35,36.0,4.9,12.5,0.393,3.1,8.4,0.374,1.8,4.1,0.431,0.518,3.4,3.7,0.93,0.3,3.8,4.1,6.8,0.7,0.1,3.4,1.7,16.4
171,28,1,7.1,0.3,0.7,0.368,0.0,0.2,0.0,0.3,0.5,0.538,0.368,0.4,0.6,0.588,0.0,0.8,0.9,0.8,0.1,0.0,0.6,0.7,0.9
172,7,0,7.7,0.6,1.9,0.308,0.3,1.1,0.25,0.3,0.7,0.4,0.385,0.3,0.7,0.4,0.6,0.6,1.1,0.4,0.6,0.1,0.3,1.0,1.7
173,35,35,39.4,6.7,13.4,0.498,1.8,4.6,0.395,4.8,8.7,0.552,0.566,4.1,5.1,0.794,0.6,3.7,4.3,5.7,2.1,0.3,2.0,1.4,19.2
174,35,35,18.8,2.9,4.9,0.578,0.0,0.0,0.0,2.9,4.9,0.581,0.578,1.3,2.7,0.495,2.1,3.2,5.3,0.9,1.3,0.7,1.1,2.6,7.1
175,35,35,33.3,3.2,7.1,0.446,1.5,4.1,0.375,1.6,3.0,0.543,0.554,2.5,3.1,0.791,1.4,1.9,3.3,1.0,1.0,0.7,0.9,2.6,10.4
176,30,0,15.2,1.8,4.1,0.435,0.5,1.5,0.311,1.3,2.6,0.506,0.492,0.4,1.0,0.448,1.0,1.5,2.5,0.8,1.1,0.3,0.6,2.0,4.5
177,34,34,20.1,1.3,3.2,0.417,0.2,0.9,0.194,1.1,2.3,0.506,0.444,1.0,1.6,0.63,0.8,2.6,3.4,1.9,0.9,0.1,1.2,1.4,3.8
178,31,0,12.9,1.5,2.9,0.511,0.1,0.5,0.2,1.4,2.4,0.573,0.528,0.8,1.0,0.8,0.6,1.4,2.0,0.9,0.4,0.1,0.9,0.8,3.8
179,35,35,38.5,2.8,7.3,0.39,2.5,6.2,0.403,0.3,1.1,0.316,0.561,1.3,1.6,0.818,0.1,2.1,2.2,1.3,1.4,0.0,1.1,2.0,9.4
180,32,0,9.2,1.2,1.8,0.661,0.0,0.0,,1.2,1.8,0.661,0.661,0.5,0.9,0.5,0.5,1.0,1.5,0.2,0.3,0.0,0.6,0.8,2.9
181,34,1,20.1,3.4,6.5,0.52,0.1,0.6,0.091,3.3,5.9,0.568,0.525,3.2,4.6,0.705,2.1,3.0,5.0,1.0,0.7,0.4,1.4,2.5,10.1
182,38,7,14.0,1.8,4.4,0.417,0.7,1.9,0.342,1.2,2.5,0.474,0.491,0.6,0.9,0.629,0.4,1.3,1.7,1.4,0.6,0.1,0.8,1.1,4.9
183,13,0,2.3,0.1,0.5,0.167,0.1,0.4,0.2,0.0,0.1,0.0,0.25,0.2,0.3,0.5,0.2,0.2,0.4,0.2,0.0,0.0,0.1,0.1,0.4
184,37,37,30.7,6.5,13.4,0.481,1.4,3.6,0.385,5.1,9.8,0.517,0.533,4.8,5.8,0.84,1.3,6.2,7.5,4.2,1.4,1.4,2.1,1.9,19.2
185,21,0,6.1,0.7,2.0,0.366,0.2,1.0,0.227,0.5,0.9,0.526,0.427,0.4,0.8,0.5,0.4,0.8,1.1,0.3,0.1,0.0,0.0,0.2,2.0
186,36,3,13.8,2.2,5.1,0.432,1.7,4.1,0.416,0.5,0.9,0.5,0.601,0.7,0.9,0.813,0.1,1.0,1.1,0.5,0.2,0.1,0.4,0.9,6.8
187,39,39,21.2,3.5,4.9,0.712,0.1,0.4,0.25,3.4,4.5,0.754,0.723,1.5,2.0,0.766,2.7,3.8,6.6,0.5,0.2,1.3,0.8,2.1,8.6
188,39,39,30.5,4.6,9.7,0.479,2.2,5.3,0.406,2.5,4.4,0.567,0.59,3.0,3.3,0.914,1.0,3.0,4.0,2.7,1.0,0.2,1.4,2.1,14.4
189,26,0,15.8,1.0,1.6,0.659,0.2,0.5,0.333,0.9,1.1,0.793,0.707,0.2,0.6,0.375,1.5,2.1,3.7,1.5,1.3,0.3,0.9,1.8,2.5
190,37,0,14.7,1.4,3.3,0.413,0.9,2.6,0.34,0.5,0.6,0.708,0.55,0.5,0.6,0.826,0.7,1.9,2.6,0.8,0.5,0.0,0.4,1.4,4.1
191,11,0,2.4,0.3,0.5,0.6,0.1,0.3,0.333,0.2,0.2,1.0,0.7,0.0,0.0,,0.1,0.7,0.8,0.2,0.3,0.0,0.1,0.2,0.6
192,30,0,10.5,1.5,2.1,0.719,0.0,0.0,0.0,1.5,2.1,0.73,0.719,0.8,1.1,0.727,1.0,1.7,2.7,0.8,0.4,0.5,0.2,1.7,3.9
193,39,32,25.5,2.9,5.6,0.516,0.8,1.9,0.413,2.1,3.6,0.57,0.588,2.1,2.6,0.81,0.7,3.4,4.2,2.9,0.8,0.3,1.2,2.0,8.6
194,12,0,2.1,0.4,0.9,0.455,0.3,0.4,0.6,0.2,0.5,0.333,0.591,0.0,0.0,,0.1,0.1,0.2,0.3,0.2,0.0,0.2,0.2,1.1
195,3,0,2.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.7,0.3,0.0
196,38,38,29.9,4.3,9.6,0.452,2.3,5.8,0.405,2.0,3.8,0.524,0.574,1.3,2.0,0.68,0.5,2.6,3.0,2.2,0.8,0.1,1.1,1.9,12.4
197,37,35,24.9,3.6,7.4,0.493,0.5,1.6,0.328,3.1,5.8,0.537,0.527,2.8,4.6,0.604,2.8,4.8,7.5,2.2,0.9,1.3,1.4,2.3,10.6
198,38,36,30.4,5.0,11.0,0.452,2.1,5.9,0.35,2.9,5.1,0.573,0.547,2.3,3.1,0.761,1.2,3.3,4.5,2.2,1.5,0.2,1.4,1.4,14.4
199,9,0,1.1,0.2,0.4,0.5,0.0,0.1,0.0,0.2,0.3,0.667,0.5,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.4
200,4,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0
201,39,5,19.8,2.7,6.6,0.418,0.9,2.6,0.35,1.8,3.9,0.464,0.488,1.3,1.8,0.708,0.3,1.4,1.7,1.4,0.5,0.0,1.0,1.5,7.7
202,19,0,3.8,0.7,1.3,0.52,0.2,0.4,0.375,0.5,0.9,0.588,0.58,0.4,0.8,0.438,0.3,0.6,0.9,0.1,0.2,0.1,0.2,0.6,1.9
203,6,0,4.2,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.2,0.3,0.3,1.0,0.5,0.7,1.2,0.3,0.0,0.0,0.0,0.3,0.7
204,3,0,1.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.3,0.0
205,16,0,13.3,1.3,1.8,0.69,0.0,0.0,,1.3,1.8,0.69,0.69,0.1,0.7,0.182,2.1,2.8,4.9,1.1,0.6,0.6,0.3,2.0,2.6
206,40,40,19.0,2.6,4.3,0.599,0.0,0.0,,2.6,4.3,0.599,0.599,0.8,1.4,0.582,2.3,4.2,6.6,0.7,0.5,0.9,1.0,2.8,6.0
207,24,0,11.9,2.0,4.2,0.465,0.2,0.8,0.2,1.8,3.4,0.531,0.485,0.6,1.1,0.538,1.5,1.9,3.5,0.4,0.3,0.6,0.8,1.6,4.7
208,40,5,24.4,2.9,6.0,0.485,0.9,2.6,0.34,2.0,3.4,0.596,0.559,3.1,3.9,0.794,2.3,3.8,6.1,2.2,0.8,0.8,1.1,2.4,9.8
209,26,0,10.0,1.1,3.1,0.363,0.7,1.9,0.34,0.5,1.2,0.4,0.469,0.3,0.5,0.667,0.1,0.5,0.6,0.8,0.2,0.0,0.5,0.9,3.2
210,4,0,1.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.3,0.0,0.0,1.0,0.0
211,39,39,32.6,6.0,13.4,0.448,3.0,7.8,0.386,3.0,5.7,0.534,0.56,3.2,3.7,0.875,0.4,3.3,3.7,4.2,1.2,0.5,2.4,1.9,18.3
212,40,40,31.6,4.6,9.5,0.487,2.0,5.6,0.359,2.6,3.9,0.669,0.592,2.0,2.4,0.844,1.1,3.5,4.6,1.9,1.7,0.3,1.6,2.3,13.3
213,33,33,29.0,5.8,10.7,0.543,0.8,2.7,0.292,5.0,8.0,0.627,0.58,3.1,4.1,0.748,3.3,3.5,6.9,0.9,1.0,1.0,1.1,2.4,15.4
214,33,33,27.0,3.2,7.8,0.415,1.4,4.1,0.341,1.8,3.7,0.496,0.504,1.8,2.1,0.841,0.7,3.6,4.2,1.5,1.4,0.1,1.2,1.6,9.6
215,6,0,1.5,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0
216,32,5,25.2,3.3,7.9,0.415,1.6,4.8,0.333,1.7,3.1,0.54,0.516,1.3,1.6,0.784,0.4,1.7,2.0,1.7,0.7,0.4,1.3,1.6,9.4
217,17,0,15.5,2.2,5.5,0.409,0.4,1.6,0.25,1.8,3.8,0.477,0.446,1.6,2.2,0.711,0.6,1.5,2.1,0.8,1.1,0.2,1.7,1.3,6.5
218,32,8,13.6,1.2,2.6,0.464,0.3,0.8,0.4,0.9,1.8,0.492,0.524,0.4,0.8,0.519,0.8,1.4,2.2,0.6,0.3,0.5,0.7,1.2,3.2
219,7,0,1.3,0.1,0.6,0.25,0.0,0.0,,0.1,0.6,0.25,0.25,0.1,0.1,1.0,0.3,0.0,0.3,0.0,0.1,0.0,0.0,0.3,0.4
220,28,0,9.5,0.9,1.7,0.532,0.0,0.2,0.2,0.9,1.5,0.571,0.543,0.4,0.6,0.611,0.8,1.3,2.1,0.8,0.3,0.8,0.4,0.6,2.2
221,33,33,19.4,2.5,4.7,0.532,0.0,0.3,0.0,2.5,4.4,0.572,0.532,1.3,2.2,0.611,1.3,2.6,3.8,1.0,0.6,0.6,1.5,3.0,6.4
222,8,0,6.9,0.5,1.5,0.333,0.5,1.1,0.444,0.0,0.4,0.0,0.5,1.4,2.1,0.647,0.0,1.1,1.1,0.5,0.4,0.0,0.9,0.4,2.9
223,33,33,31.5,3.9,9.9,0.396,1.8,4.7,0.374,2.2,5.2,0.416,0.485,3.8,4.8,0.804,0.7,3.2,3.9,3.1,1.7,0.2,2.3,2.5,13.5
224,33,0,14.0,1.7,2.8,0.626,0.0,0.0,0.0,1.7,2.7,0.633,0.626,1.2,2.4,0.488,1.2,2.6,3.8,0.5,0.2,1.5,1.1,2.1,4.6
225,30,20,25.5,2.7,6.3,0.423,0.8,2.6,0.316,1.8,3.7,0.5,0.489,2.2,2.8,0.774,0.5,2.7,3.2,2.4,1.1,0.2,1.8,1.2,8.3
226,35,20,19.9,3.3,5.8,0.571,0.5,2.0,0.271,2.8,3.8,0.729,0.618,1.9,2.5,0.791,1.9,3.0,4.9,1.3,0.7,0.4,0.6,1.7,9.1
227,35,4,16.7,4.9,8.5,0.577,0.3,0.9,0.281,4.7,7.6,0.613,0.592,0.9,1.3,0.702,1.3,2.1,3.4,1.1,0.3,0.6,0.5,1.8,11.0
228,34,1,17.5,1.5,3.7,0.4,0.8,2.3,0.342,0.7,1.4,0.5,0.508,0.6,0.7,0.792,0.3,1.8,2.1,0.7,0.6,0.2,0.6,1.4,4.3
229,31,3,12.1,0.6,1.9,0.345,0.3,1.1,0.294,0.3,0.8,0.417,0.431,0.1,0.1,0.5,0.5,1.4,1.9,1.0,0.6,0.2,0.2,1.5,1.7
230,35,33,22.9,6.5,10.9,0.598,0.4,0.9,0.394,6.1,9.9,0.618,0.615,3.9,4.8,0.805,2.1,5.2,7.3,1.4,0.6,0.6,1.6,2.9,17.3
231,10,0,6.6,1.2,1.5,0.8,0.0,0.0,,1.2,1.5,0.8,0.8,1.0,1.2,0.833,0.6,1.2,1.8,0.0,0.5,0.4,0.7,1.7,3.4
232,4,0,2.5,0.5,1.5,0.333,0.3,0.8,0.333,0.3,0.8,0.333,0.417,0.0,0.0,,0.5,0.5,1.0,0.0,0.3,0.0,0.0,0.0,1.3
233,14,1,2.6,0.2,0.7,0.3,0.0,0.1,0.0,0.2,0.6,0.375,0.3,0.1,0.1,1.0,0.1,0.1,0.3,0.2,0.1,0.0,0.2,0.5,0.5
234,14,0,4.1,0.6,1.4,0.474,0.2,0.8,0.273,0.4,0.6,0.75,0.553,0.1,0.4,0.4,0.1,0.4,0.6,0.1,0.1,0.1,0.1,0.8,1.6
235,35,31,26.8,4.2,9.5,0.44,1.7,4.8,0.347,2.5,4.8,0.533,0.527,3.5,3.8,0.932,0.4,3.3,3.7,1.5,1.1,0.1,1.5,2.2,13.6
236,34,13,18.8,2.3,5.1,0.446,0.2,1.3,0.182,2.1,3.9,0.534,0.469,1.7,2.4,0.695,1.7,3.7,5.4,0.8,0.7,0.4,0.7,1.7,6.5
237,3,0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0
238,35,34,29.7,4.0,8.3,0.478,2.2,4.9,0.445,1.8,3.4,0.525,0.61,0.8,0.8,0.931,0.5,1.9,2.4,2.3,1.0,0.3,0.9,1.2,10.9
239,35,35,35.1,3.8,8.5,0.446,1.1,2.7,0.404,2.7,5.8,0.465,0.51,1.9,2.5,0.77,0.3,2.7,3.0,9.8,1.7,0.1,2.5,1.6,10.5
240,20,0,4.1,0.4,0.8,0.5,0.0,0.3,0.0,0.4,0.5,0.8,0.5,0.2,0.2,0.75,0.4,0.4,0.8,0.2,0.1,0.2,0.1,0.5,1.0
241,32,3,16.9,2.1,4.4,0.479,0.8,1.9,0.426,1.3,2.5,0.519,0.571,1.1,1.7,0.679,0.8,1.6,2.5,0.9,0.5,0.1,1.0,1.4,6.1
242,33,28,25.5,2.4,5.6,0.432,1.0,2.8,0.362,1.4,2.8,0.505,0.524,1.7,2.4,0.713,0.7,2.6,3.4,2.0,1.8,0.9,1.5,2.5,7.6
243,30,30,26.6,4.1,6.3,0.646,0.0,0.0,0.0,4.1,6.3,0.649,0.646,2.3,3.5,0.654,3.4,5.8,9.2,0.5,0.8,0.4,1.2,2.5,10.4
244,34,34,28.4,5.4,10.6,0.515,0.8,2.7,0.293,4.6,7.9,0.592,0.553,2.8,3.6,0.77,1.2,4.5,5.7,2.1,1.1,0.9,1.6,2.5,14.4
245,12,0,1.8,0.2,0.5,0.333,0.1,0.3,0.333,0.1,0.3,0.333,0.417,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
246,34,4,21.7,2.8,6.4,0.44,1.1,3.0,0.356,1.7,3.4,0.513,0.523,1.3,1.8,0.733,1.4,2.4,3.8,0.7,1.1,1.2,1.0,2.1,7.9
247,34,20,24.3,2.4,6.5,0.367,0.7,2.7,0.25,1.7,3.8,0.45,0.419,2.7,3.6,0.769,0.7,1.6,2.3,2.4,1.2,0.2,2.1,2.8,8.2
248,34,34,31.6,3.7,9.2,0.401,1.1,3.5,0.331,2.5,5.7,0.443,0.463,3.0,3.4,0.878,0.6,2.1,2.7,2.9,1.1,0.2,1.7,1.7,11.5
249,5,0,5.6,1.2,2.0,0.6,0.2,0.4,0.5,1.0,1.6,0.625,0.65,0.0,0.4,0.0,0.6,0.8,1.4,0.0,0.2,0.2,0.6,0.8,2.6
250,20,0,7.9,0.7,1.6,0.452,0.1,0.4,0.143,0.7,1.2,0.542,0.468,0.6,1.0,0.6,0.3,1.0,1.2,1.1,0.8,0.0,0.7,1.0,2.1
251,11,0,3.5,0.3,0.6,0.429,0.0,0.1,0.0,0.3,0.5,0.5,0.429,0.3,0.5,0.6,0.3,0.3,0.5,0.2,0.1,0.1,0.0,0.1,0.8
252,26,17,27.5,4.5,11.4,0.399,0.9,3.8,0.232,3.7,7.6,0.482,0.438,4.9,7.1,0.686,1.0,4.8,5.9,2.1,1.7,1.5,2.7,1.8,14.8
253,35,4,13.9,2.2,4.5,0.497,0.7,2.1,0.333,1.5,2.3,0.646,0.576,0.8,1.0,0.829,0.1,1.1,1.3,0.4,0.3,0.0,0.6,0.7,6.0
254,9,0,2.0,0.6,0.8,0.714,0.0,0.2,0.0,0.6,0.6,1.0,0.714,0.1,0.2,0.5,0.1,0.3,0.4,0.1,0.1,0.0,0.0,0.4,1.2
